"ReporterISO3","ReporterName","Year","Exports (% of GDP)","Exports G&S (Current USD)","Imports (% of GDP)","Imports G&S (Current USD)","Trade Balance (% of GDP)","Trade Balance G&S (Current USD)"
"CZE","Czech Republic",1996,38.1332,25697372160,42.9643,28953008128,-4.8311,-3255635968
"CZE","Czech Republic",1997,40.2495,25027368960,44.3904,27602167808,-4.1408,-2574798848
"CZE","Czech Republic",1998,42.0515,28093562880,42.3643,28302538752,-0.3128,-208975872
"CZE","Czech Republic",1999,42.7603,27868207104,43.2389,28180103168,-0.4786,-311896064
"CZE","Czech Republic",2000,48.091,29731530752,49.9553,30884143104,-1.8644,-1152612352
"CZE","Czech Republic",2001,48.8565,33128964096,50.1559,34010091520,-1.2994,-881127424
"CZE","Czech Republic",2002,45.0041,36991684608,46.3305,38081929216,-1.3264,-1090244608
"CZE","Czech Republic",2003,46.728,46770323456,48.2455,48289128448,-1.5174,-1518804992
"CZE","Czech Republic",2004,57.0578,68363661312,56.4311,67612758016,0.6267,750903296
"CZE","Czech Republic",2005,61.8132,84772749312,59.4847,81579368448,2.3285,3193380864
"CZE","Czech Republic",2006,64.8754,101377064960,62.153,97122828288,2.7225,4254236672
"CZE","Czech Republic",2007,66.1008,125713162240,63.6782,121105907712,2.4225,4607254528
"CZE","Czech Republic",2008,62.9516,149080178688,60.7909,143963045888,2.1608,5117132800
"CZE","Czech Republic",2009,58.3454,121028435968,54.4518,112951738368,3.8936,8076697600
"CZE","Czech Republic",2010,65.543,137030721536,62.4859,130639249408,3.0571,6391472128
"CZE","Czech Republic",2011,70.8219,162580611072,67.041,153901039616,3.7809,8679571456
"CZE","Czech Republic",2012,75.6462,157992894464,70.8827,148043923456,4.7635,9948971008
"CZE","Czech Republic",2013,76.0584,161004650496,70.364,148950548480,5.6943,12054102016
"CZE","Czech Republic",2014,81.9543,171578507264,75.6207,158318624768,6.3336,13259882496
"CZE","Czech Republic",2015,80.5588,151477125120,74.6169,140304400384,5.9419,11172724736
"CZE","Czech Republic",2016,79.1071,155265089536,71.4792,140293685248,7.6279,14971404288
"CZE","Czech Republic",2017,79.0271,172776194048,71.5055,156331753472,7.5216,16444440576
"CZE","Czech Republic",2018,76.9436,191589924864,71.0049,176802709504,5.9386,14787215360
"CZE","Czech Republic",2019,73.8798,186582040576,67.8912,171458101248,5.9885,15123939328
"CZE","Czech Republic",2020,69.9488,172056182784,63.1995,155454816256,6.7492,16601366528
"CZE","Czech Republic",2021,72.7282,204941770752,69.7668,196596645888,2.9615,8345124864
"CZE","Czech Republic",2022,74.8393,217725091840,74.943,218026754048,-0.1037,-301662208
"DEU","Germany",1988,21.0901,295521320960,21.4364,300374458368,-0.3463,-4853137408
"DEU","Germany",1989,22.2996,311964434432,22.9163,320591560704,-0.6167,-8627126272
"DEU","Germany",1990,22.8358,404575944704,23.0278,407976050688,-0.1919,-3400105984
"DEU","Germany",1991,23.6649,442284015616,24.1525,451396567040,-0.4876,-9112551424
"DEU","Germany",1992,22.1947,473095798784,22.6961,483784589312,-0.5015,-10688790528
"DEU","Germany",1993,20.3134,420757143552,20.2633,419718430720,0.0501,1038712832
"DEU","Germany",1994,21.1107,465506795520,20.9472,461900677120,0.1635,3606118400
"DEU","Germany",1995,21.9942,568725274624,21.5874,558205239296,0.4068,10520035328
"DEU","Germany",1996,22.86,570870792192,22.1456,553029664768,0.7144,17841127424
"DEU","Germany",1997,25.3603,560966598656,24.2824,537123848192,1.0779,23842750464
"DEU","Germany",1998,26.4069,591248162816,25.1781,563734577152,1.2288,27513585664
"DEU","Germany",1999,26.9592,591740403712,26.4066,579610804224,0.5526,12129599488
"DEU","Germany",2000,30.8477,600907841536,30.6783,597608693760,0.1694,3299147776
"DEU","Germany",2001,31.8447,619631411200,30.2181,587981651968,1.6266,31649759232
"DEU","Germany",2002,32.5926,677431738368,28.3423,589090521088,4.2503,88341217280
"DEU","Germany",2003,32.8117,820831059968,29.0376,726416490496,3.7741,94414569472
"DEU","Germany",2004,35.7134,1005100466176,30.5128,858739179520,5.2005,146361286656
"DEU","Germany",2005,38.0596,1083504328704,32.8591,935455096832,5.2004,148049231872
"DEU","Germany",2006,41.4329,1240792825856,36.0168,1078597058560,5.4161,162195767296
"DEU","Germany",2007,43.3228,1484054986752,36.5517,1252105781248,6.7711,231949205504
"DEU","Germany",2008,43.7992,1640395309056,37.7256,1412923916288,6.0736,227471392768
"DEU","Germany",2009,38.1199,1300369637376,33.1088,1129427894272,5.0111,170941743104
"DEU","Germany",2010,42.5655,1447084687360,37.3032,1268183203840,5.2623,178901483520
"DEU","Germany",2011,45.0571,1689333923840,40.149,1505311850496,4.9081,184022073344
"DEU","Germany",2012,46.3071,1633318469632,40.2069,1418156179456,6.1002,215162290176
"DEU","Germany",2013,45.4187,1695844663296,39.6602,1480834285568,5.7585,215010377728
"DEU","Germany",2014,45.6193,1774175649792,39.0008,1516778553344,6.6184,257397096448
"DEU","Germany",2015,46.9207,1575404044288,39.3255,1320386953216,7.5953,255017091072
"DEU","Germany",2016,46.0733,1598674698240,38.6964,1342707728384,7.3769,255966969856
"DEU","Germany",2017,47.163,1740716638208,40.0742,1479076872192,7.0889,261639766016
"DEU","Germany",2018,47.3089,1880263753728,41.211,1637908348928,6.0978,242355404800
"DEU","Germany",2019,46.6696,1814620012544,41.0168,1594825768960,5.6528,219794243584
"DEU","Germany",2020,43.0131,1673068281856,37.3852,1454159560704,5.628,218908721152
"DEU","Germany",2021,47.0306,2003471040512,41.7122,1776913612800,5.3183,226557427712
"DEU","Germany",2022,50.3379,2049854013440,48.2813,1966107131904,2.0566,83746881536
"DNK","Denmark",1988,33.6157,38843768832,30.1396,34826997760,3.4761,4016771072
"DNK","Denmark",1989,35.42,39815434240,31.6249,35549442048,3.795,4265992192
"DNK","Denmark",1990,36.4232,50354364416,30.867,42673131520,5.5561,7681232896
"DNK","Denmark",1991,37.6825,52463652864,31.4641,43806011392,6.2184,8657641472
"DNK","Denmark",1992,36.9544,56508723200,30.0476,45947207680,6.9068,10561515520
"DNK","Denmark",1993,36.5662,52360900608,29.0387,41581920256,7.5275,10778980352
"DNK","Denmark",1994,36.8519,57549185024,30.9286,48299196416,5.9233,9249988608
"DNK","Denmark",1995,36.612,67735044096,31.9026,59022442496,4.7093,8712601600
"DNK","Denmark",1996,37.0674,69550743552,31.4039,58924130304,5.6635,10626613248
"DNK","Denmark",1997,37.7629,65533186048,33.4056,57971654656,4.3573,7561531392
"DNK","Denmark",1998,37.1866,65816952832,34.1126,60376236032,3.074,5440716800
"DNK","Denmark",1999,39.3484,70026117120,33.3488,59348844544,5.9997,10677272576
"DNK","Denmark",2000,44.8473,73620299776,38.1367,62604361728,6.7106,11015938048
"DNK","Denmark",2001,45.5545,75069751296,38.4141,63302987776,7.1404,11766763520
"DNK","Denmark",2002,45.7045,81644126208,38.8525,69404098560,6.852,12240027648
"DNK","Denmark",2003,43.8384,95610216448,37.0433,80790290432,6.7951,14819926016
"DNK","Denmark",2004,43.9284,110425022464,38.2793,96224600064,5.6491,14200422400
"DNK","Denmark",2005,47.4521,125495164928,41.9476,110937554944,5.5045,14557609984
"DNK","Denmark",2006,50.73,143508193280,46.6367,131928653824,4.0934,11579539456
"DNK","Denmark",2007,51.4825,164447256576,48.5853,155192852480,2.8972,9254404096
"DNK","Denmark",2008,54.1758,191434997760,50.6524,178984878080,3.5234,12450119680
"DNK","Denmark",2009,47.1261,151389356032,42.629,136942698496,4.4971,14446657536
"DNK","Denmark",2010,50.5229,162681438208,43.577,140316049408,6.9459,22365388800
"DNK","Denmark",2011,53.8201,185143001088,47.4256,163145711616,6.3945,21997289472
"DNK","Denmark",2012,54.6305,178723078144,48.6105,159028658176,6.02,19694419968
"DNK","Denmark",2013,54.8288,188383264768,48.2213,165680939008,6.6075,22702325760
"DNK","Denmark",2014,54.6131,192780910592,47.6508,168204206080,6.9624,24576704512
"DNK","Denmark",2015,55.4182,167735885824,48.6301,147190071296,6.7881,20545814528
"DNK","Denmark",2016,53.426,167285260288,46.7428,146359304192,6.6831,20925956096
"DNK","Denmark",2017,55.0774,182923575296,47.902,159092670464,7.1754,23830904832
"DNK","Denmark",2018,56.5598,201828696064,50.4152,179902185472,6.1446,21926510592
"DNK","Denmark",2019,58.6472,203211751424,51.5776,178715901952,7.0695,24495849472
"DNK","Denmark",2020,54.9296,195122348032,48.5826,172576440320,6.347,22545907712
"DNK","Denmark",2021,59.6585,237621919744,52.5217,209195712512,7.1368,28426207232
"DNK","Denmark",2022,69.314,274070192128,58.6861,232047034368,10.6279,42023157760
"ESP","Spain",1988,17.3028,65086234624,19.4107,73015345152,-2.1079,-7929110528
"ESP","Spain",1989,16.6024,68859535360,20.7818,86194003968,-4.1794,-17334468608
"ESP","Spain",1990,15.7248,84372758528,19.8859,106699694080,-4.1611,-22326935552
"ESP","Spain",1991,15.7607,90965540864,19.7178,113804599296,-3.9571,-22839058432
"ESP","Spain",1992,16.1875,102129836032,19.7903,124860129280,-3.6027,-22730293248
"ESP","Spain",1993,17.7089,92985057280,19.241,101029838848,-1.5321,-8044781568
"ESP","Spain",1994,20.3111,107763294208,21.3333,113186750464,-1.0222,-5423456256
"ESP","Spain",1995,21.8271,134151323648,22.9483,141042171904,-1.1212,-6890848256
"ESP","Spain",1996,23.0324,148003422208,23.2129,149163278336,-0.1805,-1159856128
"ESP","Spain",1997,25.6698,151471587328,25.4965,150448865280,0.1733,1022722048
"ESP","Spain",1998,26.1019,161627127808,26.5595,164460412928,-0.4576,-2833285120
"ESP","Spain",1999,26.3515,167307722752,28.285,179583336448,-1.9334,-12275613696
"ESP","Spain",2000,28.5634,170912661504,31.519,188597993472,-2.9556,-17685331968
"ESP","Spain",2001,27.8616,174923612160,30.1355,189199941632,-2.2739,-14276329472
"ESP","Spain",2002,26.554,188203204608,28.5452,202315907072,-1.9912,-14112702464
"ESP","Spain",2003,25.6289,232580153344,27.8348,252598288384,-2.2059,-20018135040
"ESP","Spain",2004,25.412,271668264960,29.1122,311225614336,-3.7002,-39557349376
"ESP","Spain",2005,24.9793,288189775872,29.783,343611506688,-4.8038,-55421730816
"ESP","Spain",2006,25.2413,318141104128,30.9358,389914918912,-5.6945,-71773814784
"ESP","Spain",2007,25.9847,383015714816,31.7629,468185448448,-5.7781,-85169733632
"ESP","Spain",2008,25.6239,418147532800,30.3594,495423979520,-4.7355,-77276446720
"ESP","Spain",2009,23.0617,343958913024,23.9332,356956897280,-0.8715,-12997984256
"ESP","Spain",2010,25.9517,369060970496,26.9766,383635881984,-1.0249,-14574911488
"ESP","Spain",2011,29.535,437327298560,29.2582,433229365248,0.2768,4097933312
"ESP","Spain",2012,31.4551,416701939712,29.39,389343641600,2.0652,27358298112
"ESP","Spain",2013,32.952,446689935360,29.0244,393448325120,3.9276,53241610240
"ESP","Spain",2014,33.468,459120574464,30.3703,416625819648,3.0977,42494754816
"ESP","Spain",2015,33.6109,402038652928,30.5723,365693239296,3.0385,36345413632
"ESP","Spain",2016,33.8625,417712013312,29.8774,368554475520,3.985,49157537792
"ESP","Spain",2017,35.1306,461350502400,31.5265,414020239360,3.6041,47330263040
"ESP","Spain",2018,35.1451,499658326016,32.4299,461056442368,2.7152,38601883648
"ESP","Spain",2019,34.9069,486713917440,31.967,445722132480,2.9399,40991784960
"ESP","Spain",2020,30.7999,393303818240,29.3432,374702014464,1.4567,18601803776
"ESP","Spain",2021,34.9335,498633867264,33.4483,477434413056,1.4852,21199454208
"ESP","Spain",2022,41.5513,580683694080,40.1419,560986390528,1.4095,19697303552
"EST","Estonia",1995,65.9013,2967518464,73.1861,3295549952,-7.2848,-328031488
"EST","Estonia",1996,61.2793,2932836608,71.6982,3431489024,-10.4189,-498652416
"EST","Estonia",1997,70.3824,3627803136,80.669,4158018560,-10.2866,-530215424
"EST","Estonia",1998,73.6343,4178072064,83.2039,4721055744,-9.5695,-542983680
"EST","Estonia",1999,69.8661,4022130432,74.2503,4274527232,-4.3842,-252396800
"EST","Estonia",2000,61.6274,3504491008,64.8682,3688782848,-3.2408,-184291840
"EST","Estonia",2001,61.252,3831095808,65.205,4078345728,-3.9531,-247249920
"EST","Estonia",2002,57.9559,4270175232,65.3623,4815881216,-7.4065,-545705984
"EST","Estonia",2003,57.1623,5644211712,65.6146,6478792704,-8.4523,-834580992
"EST","Estonia",2004,61.0793,7418642432,68.8989,8368396288,-7.8195,-949753856
"EST","Estonia",2005,65.435,9230781440,70.5038,9945822208,-5.0688,-715040768
"EST","Estonia",2006,63.2668,10769819648,73.3765,12490778624,-10.1097,-1720958976
"EST","Estonia",2007,62.5986,14052834304,71.389,16026215424,-8.7905,-1973381120
"EST","Estonia",2008,66.3923,16160989184,70.2968,17111420928,-3.9045,-950431744
"EST","Estonia",2009,60.8644,11949521920,55.9004,10974937088,4.964,974584832
"EST","Estonia",2010,75.0493,14652235776,68.6289,13398749184,6.4204,1253486592
"EST","Estonia",2011,86.6038,20104198144,80.7882,18754164736,5.8156,1350033408
"EST","Estonia",2012,86.2078,19844300800,84.5521,19463182336,1.6557,381118464
"EST","Estonia",2013,84.5682,21239932928,81.8847,20565950464,2.6835,673982464
"EST","Estonia",2014,81.8654,21804107776,78.376,20874741760,3.4894,929366016
"EST","Estonia",2015,77.4355,17725575168,73.5017,16825097216,3.9338,900477952
"EST","Estonia",2016,77.0075,18537893888,73.4012,17669736448,3.6064,868157440
"EST","Estonia",2017,75.8099,20411336704,71.7539,19319287808,4.056,1092048896
"EST","Estonia",2018,74.3239,22761486336,71.5964,21926197248,2.7275,835289088
"EST","Estonia",2019,73.8847,22964766720,69.8698,21716877312,4.0148,1247889408
"EST","Estonia",2020,69.2739,21731485696,69.1925,21705953280,0.0814,25532416
"EST","Estonia",2021,78.2967,29119436800,78.6614,29255090176,-0.3647,-135653376
"EST","Estonia",2022,85.5018,32576888832,86.0657,32791715840,-0.5638,-214827008
"FIN","Finland",1988,23.9055,26071072768,24.2522,26449182720,-0.3467,-378109952
"FIN","Finland",1989,23.0234,27400581120,24.8513,29576001536,-1.8279,-2175420416
"FIN","Finland",1990,22.1462,31323277312,23.6953,33514227712,-1.549,-2190950400
"FIN","Finland",1991,21.2695,27176886272,22.2189,28389943296,-0.9494,-1213057024
"FIN","Finland",1992,25.5443,28745687040,24.6975,27792672768,0.8469,953014272
"FIN","Finland",1993,31.381,27996252160,26.784,23895076864,4.597,4101175296
"FIN","Finland",1994,34.0356,35158794240,28.3926,29329539072,5.643,5829255168
"FIN","Finland",1995,35.7649,47992918016,28.3088,37987471360,7.4562,10005446656
"FIN","Finland",1996,36.3195,47988609024,29.4025,38849339392,6.9169,9139269632
"FIN","Finland",1997,37.7774,47944105984,30.4439,38637039616,7.3335,9307066368
"FIN","Finland",1998,37.4388,50182463488,29.5284,39579439104,7.9104,10603024384
"FIN","Finland",1999,37.6044,50865246208,28.6355,38733512704,8.9689,12131733504
"FIN","Finland",2000,42.031,52967333888,32.8638,41414787072,9.1673,11552546816
"FIN","Finland",2001,39.7641,51507654656,30.5128,39524130816,9.2513,11983523840
"FIN","Finland",2002,39.135,54947291136,30.1645,42352246784,8.9705,12595044352
"FIN","Finland",2003,37.3208,64062136320,30.735,52757319680,6.5859,11304816640
"FIN","Finland",2004,38.6154,76257427456,32.3448,63874383872,6.2705,12383043584
"FIN","Finland",2005,40.2734,82514288640,36.3058,74385399808,3.9675,8128888832
"FIN","Finland",2006,43.0742,93509468160,38.9093,84467900416,4.1649,9041567744
"FIN","Finland",2007,43.8259,112360013824,39.0315,100068196352,4.7944,12291817472
"FIN","Finland",2008,44.9,128286646272,41.2843,117956059136,3.6157,10330587136
"FIN","Finland",2009,36.0809,91464253440,34.0424,86296584192,2.0385,5167669248
"FIN","Finland",2010,38.4144,95814844416,37.05,92411731968,1.3644,3403112448
"FIN","Finland",2011,38.9004,107211177984,39.6792,109357572096,-0.7788,-2146394112
"FIN","Finland",2012,38.8083,100237926400,40.3622,104251604992,-1.5539,-4013678592
"FIN","Finland",2013,38.0176,103165550592,39.0763,106038272000,-1.0586,-2872721408
"FIN","Finland",2014,36.4814,100273913856,37.6313,103434412032,-1.1498,-3160498176
"FIN","Finland",2015,35.407,83041492992,35.9756,84375126016,-0.5686,-1333633024
"FIN","Finland",2016,34.8105,83813597184,36.088,86889676800,-1.2776,-3076079616
"FIN","Finland",2017,37.5495,95994658816,37.5036,95877169152,0.046,117489664
"FIN","Finland",2018,38.4688,106061520896,39.7234,109520543744,-1.2546,-3459022848
"FIN","Finland",2019,39.8807,107085570048,39.7248,106666893312,0.1559,418676736
"FIN","Finland",2020,35.7876,97301405696,35.7111,97093525504,0.0765,207880192
"FIN","Finland",2021,39.5516,117226119168,39.4618,116960010240,0.0898,266108928
"FIN","Finland",2022,44.8914,126066769920,47.6438,133796151296,-2.7524,-7729381376
"FRA","France",1988,20.3667,207505784832,21.0255,214217605120,-0.6588,-6711820288
"FRA","France",1989,21.6582,222041948160,22.3436,229069504512,-0.6855,-7027556352
"FRA","France",1990,20.9757,266219732992,21.7603,276177584128,-0.7846,-9957851136
"FRA","France",1991,21.3349,270798749696,21.6488,274783158272,-0.3139,-3984408576
"FRA","France",1992,21.3306,298940530688,20.6611,289557610496,0.6695,9382920192
"FRA","France",1993,20.7926,275047481344,19.1125,252823715840,1.68,22223765504
"FRA","France",1994,21.6603,301941161984,20.1659,281109397504,1.4944,20831764480
"FRA","France",1995,22.6229,362214490112,21.0232,336601382912,1.5997,25613107200
"FRA","France",1996,23.0556,370197463040,21.2737,341586116608,1.7819,28611346432
"FRA","France",1997,25.5232,370822643712,22.5103,327048790016,3.0129,43773853696
"FRA","France",1998,26.1265,392709570560,23.3803,351430967296,2.7462,41278603264
"FRA","France",1999,26.0765,389362253824,23.6844,353643823104,2.3922,35718430720
"FRA","France",2000,28.595,390504316928,27.2663,372359004160,1.3287,18145312768
"FRA","France",2001,28.2659,389407178752,26.6935,367744581632,1.5724,21662597120
"FRA","France",2002,27.531,413353771008,25.541,383474597888,1.9901,29879173120
"FRA","France",2003,26.112,481646968832,24.6859,455341834240,1.4261,26305134592
"FRA","France",2004,26.4688,561042227200,25.4562,539577450496,1.0127,21464776704
"FRA","France",2005,27.0331,593901322240,26.9477,592025223168,0.0854,1876099072
"FRA","France",2006,27.9351,648243052544,28.1684,653657243648,-0.2333,-5414191104
"FRA","France",2007,27.8533,741061361664,28.5675,760064376832,-0.7142,-19003015168
"FRA","France",2008,28.1194,823983407104,29.2777,857925484544,-1.1583,-33942077440
"FRA","France",2009,24.8355,670780162048,25.6269,692153810944,-0.7914,-21373648896
"FRA","France",2010,26.7883,708600856576,28.0795,742755270656,-1.2912,-34154414080
"FRA","France",2011,28.4213,814316126208,30.3692,870126518272,-1.9479,-55810392064
"FRA","France",2012,29.203,783713370112,30.499,818493915136,-1.296,-34780545024
"FRA","France",2013,29.3647,825700253696,30.3993,854791356416,-1.0346,-29091102720
"FRA","France",2014,29.6667,847269986304,30.8121,879983001600,-1.1454,-32713015296
"FRA","France",2015,30.5926,746211770368,31.1591,760028528640,-0.5664,-13816758272
"FRA","France",2016,30.2475,748010799104,30.8526,762973913088,-0.6051,-14963113984
"FRA","France",2017,30.9486,803163799552,32.0132,830791286784,-1.0646,-27627487232
"FRA","France",2018,31.7137,885114798080,32.7243,913320706048,-1.0106,-28205907968
"FRA","France",2019,31.5921,862106222592,32.5494,888231362560,-0.9574,-26125139968
"FRA","France",2020,27.4502,724413906944,29.4136,776227323904,-1.9634,-51813416960
"FRA","France",2021,29.4488,871058702336,31.3909,928505528320,-1.9422,-57446825984
"FRA","France",2022,34.0128,946543329280,38.1307,1061142396928,-4.118,-114599067648
"GBR","United Kingdom",1988,22.201,202066640896,25.1782,229165056000,-2.9773,-27098415104
"GBR","United Kingdom",1989,22.6721,210153914368,26.024,241223352320,-3.3519,-31069437952
"GBR","United Kingdom",1990,23.3617,255393382400,24.9087,272305422336,-1.547,-16912039936
"GBR","United Kingdom",1991,22.6266,258569322496,22.7096,259518087168,-0.083,-948764672
"GBR","United Kingdom",1992,22.955,270803599360,23.3716,275718340608,-0.4166,-4914741248
"GBR","United Kingdom",1993,24.8661,263942832128,24.9048,264353808384,-0.0387,-410976256
"GBR","United Kingdom",1994,26.1137,297812197376,25.7963,294192676864,0.3174,3619520512
"GBR","United Kingdom",1995,25.7877,347167522816,25.176,338932957184,0.6117,8234565632
"GBR","United Kingdom",1996,26.3666,374857498624,25.8439,367426437120,0.5227,7431061504
"GBR","United Kingdom",1997,25.7739,402515492864,25.1805,393247883264,0.5934,9267609600
"GBR","United Kingdom",1998,24.4315,404339949568,24.8788,411742765056,-0.4473,-7402815488
"GBR","United Kingdom",1999,24.2829,410237337600,25.2978,427383029760,-1.0149,-17145692160
"GBR","United Kingdom",2000,25.6187,426820763648,26.8509,447349391360,-1.2322,-20528627712
"GBR","United Kingdom",2001,25.5221,420798824448,27.2848,449862172672,-1.7627,-29063348224
"GBR","United Kingdom",2002,24.4434,436506001408,26.8645,479741902848,-2.4211,-43235901440
"GBR","United Kingdom",2003,23.9707,493006618624,26.1478,537782517760,-2.1771,-44775899136
"GBR","United Kingdom",2004,23.9798,581041061888,26.3536,638560567296,-2.3738,-57519505408
"GBR","United Kingdom",2005,25.1773,640714670080,27.3615,696298504192,-2.1842,-55583834112
"GBR","United Kingdom",2006,27.4324,743411089408,29.3655,795798732800,-1.9331,-52387643392
"GBR","United Kingdom",2007,25.4192,786215010304,27.4149,847943237632,-1.9957,-61728227328
"GBR","United Kingdom",2008,27.3085,800599310336,29.0968,853025357824,-1.7883,-52426047488
"GBR","United Kingdom",2009,26.6292,643778805760,27.9613,675982213120,-1.3321,-32203407360
"GBR","United Kingdom",2010,28.5596,711533854720,30.247,753573167104,-1.6874,-42039312384
"GBR","United Kingdom",2011,31.0926,829054844928,32.0646,854970466304,-0.9719,-25915621376
"GBR","United Kingdom",2012,30.3745,822038495232,31.5154,852914601984,-1.1409,-30876106752
"GBR","United Kingdom",2013,30.0492,837265915904,31.6063,880651403264,-1.5571,-43385487360
"GBR","United Kingdom",2014,28.39,870215909376,30.4673,933892259840,-2.0774,-63676350464
"GBR","United Kingdom",2015,27.6303,810910810112,29.2827,859405549568,-1.6524,-48494739456
"GBR","United Kingdom",2016,28.6505,773465243648,30.6057,826251018240,-1.9553,-52785774592
"GBR","United Kingdom",2017,30.6724,823091593216,32.1271,862127521792,-1.4547,-39035928576
"GBR","United Kingdom",2018,31.2349,898988113920,32.7649,943023390720,-1.53,-44035276800
"GBR","United Kingdom",2019,31.2576,893047865344,32.8725,939187699712,-1.6149,-46139834368
"GBR","United Kingdom",2020,29.2372,790751739904,28.879,781063225344,0.3582,9688514560
"GBR","United Kingdom",2021,28.82,899897622528,30.055,938462216192,-1.2351,-38564593664
"GBR","United Kingdom",2022,32.7226,1004803719168,36.2004,1111593844736,-3.4777,-106790125568
"GRC","Greece",1988,16.3146,12441705472,23.2987,17767852032,-6.9841,-5326146560
"GRC","Greece",1989,15.9458,12624100352,24.8381,19664089088,-8.8924,-7039988736
"GRC","Greece",1990,14.7786,14466921472,25.3497,24815116288,-10.5711,-10348194816
"GRC","Greece",1991,14.1996,14929958912,24.3931,25647742976,-10.1935,-10717784064
"GRC","Greece",1992,14.8788,17292881920,23.9438,27828549632,-9.0649,-10535667712
"GRC","Greece",1993,14.0478,15285243904,22.9781,25002289152,-8.9304,-9717045248
"GRC","Greece",1994,14.4456,16843841536,21.7175,25323012096,-7.2719,-8479170560
"GRC","Greece",1995,14.4253,19745091584,22.6826,31047569408,-8.2573,-11302477824
"GRC","Greece",1996,14.287,20839186432,23.2093,33853423616,-8.9223,-13014237184
"GRC","Greece",1997,16.2223,23223406592,23.052,33000638464,-6.8297,-9777231872
"GRC","Greece",1998,16.2966,23536857088,25.9717,37510447104,-9.6751,-13973590016
"GRC","Greece",1999,19.2561,27457026048,28.1215,40098156544,-8.8654,-12641130496
"GRC","Greece",2000,23.7184,30942468096,34.6973,45265313792,-10.9789,-14322845696
"GRC","Greece",2001,22.7887,31063177216,33.3512,45460819968,-10.5625,-14397642752
"GRC","Greece",2002,20.1129,31087273984,30.2361,46734249984,-10.1233,-15646976000
"GRC","Greece",2003,18.5446,37528698880,29.6455,59993579520,-11.1009,-22464880640
"GRC","Greece",2004,20.7081,49899012096,29.1903,70338052096,-8.4822,-20439040000
"GRC","Greece",2005,21.3122,52827783168,29.5886,73342951424,-8.2764,-20515168256
"GRC","Greece",2006,21.174,57920806912,31.6762,86649290752,-10.5022,-28728483840
"GRC","Greece",2007,22.5203,71817781248,35.0041,111629082624,-12.4838,-39811301376
"GRC","Greece",2008,23.3616,83145850880,35.9681,128013762560,-12.6066,-44867911680
"GRC","Greece",2009,18.9822,62889598976,28.7617,95289827328,-9.7795,-32400228352
"GRC","Greece",2010,21.7981,64767602688,29.3992,87352311808,-7.6011,-22584709120
"GRC","Greece",2011,25.4898,72135024640,31.3442,88702787584,-5.8544,-16567762944
"GRC","Greece",2012,28.7426,69565464576,33.3187,80641032192,-4.5761,-11075567616
"GRC","Greece",2013,30.2072,72167342080,32.6693,78049460224,-2.4621,-5882118144
"GRC","Greece",2014,32.4856,76489981952,34.0407,80151666688,-1.5551,-3661684736
"GRC","Greece",2015,32.1272,62867562496,33.1505,64870129664,-1.0234,-2002567168
"GRC","Greece",2016,31.2875,60431142912,32.7317,63220752384,-1.4443,-2789609472
"GRC","Greece",2017,35.0341,70013673472,36.5449,73032851456,-1.5108,-3019177984
"GRC","Greece",2018,38.9929,82684239872,41.1571,87273447424,-2.1642,-4589207552
"GRC","Greece",2019,40.1099,82328453120,41.7743,85744664576,-1.6644,-3416211456
"GRC","Greece",2020,31.9884,60434497536,39.6824,74970357760,-7.6939,-14535860224
"GRC","Greece",2021,40.874,87827554304,48.5869,104400551936,-7.7129,-16572997632
"GRC","Greece",2022,48.7372,106766532608,58.1806,127453945856,-9.4435,-20687413248
"HRV","Croatia",1995,27.2996,6218393600,35.4884,8083646976,-8.1887,-1865253376
"HRV","Croatia",1996,30.3116,7319503360,36.7522,8874758144,-6.4406,-1555254784
"HRV","Croatia",1997,31.0484,7505217024,43.8455,10598599680,-12.7971,-3093382656
"HRV","Croatia",1998,29.1421,7543494144,35.8548,9281097728,-6.7127,-1737603584
"HRV","Croatia",1999,30.1452,7165553664,36.1363,8589647872,-5.9911,-1424094208
"HRV","Croatia",2000,35.0245,7750475776,39.5265,8746718208,-4.502,-996242432
"HRV","Croatia",2001,37.109,8558572544,42.2982,9755362304,-5.1891,-1196789760
"HRV","Croatia",2002,35.8498,9592425472,45.2684,12112578560,-9.4186,-2520153088
"HRV","Croatia",2003,35.543,12530633728,45.9103,16185609216,-10.3673,-3654975488
"HRV","Croatia",2004,36.5304,15289896960,45.0507,18856071168,-8.5202,-3566174208
"HRV","Croatia",2005,36.3693,16375410688,45.0685,20292237312,-8.6992,-3916826624
"HRV","Croatia",2006,37.5603,18604607488,46.0195,22794670080,-8.4592,-4190062592
"HRV","Croatia",2007,37.5338,22209820672,45.8815,27149391872,-8.3477,-4939571200
"HRV","Croatia",2008,36.0505,24637673472,46.1871,31565228032,-10.1366,-6927554560
"HRV","Croatia",2009,32.2899,20000843776,37.8399,23438567424,-5.55,-3437723648
"HRV","Croatia",2010,35.6598,20930019328,37.3233,21906374656,-1.6635,-976355328
"HRV","Croatia",2011,38.2231,23927576576,39.9173,24988121088,-1.6942,-1060544512
"HRV","Croatia",2012,38.933,22281951232,40.5308,23196372992,-1.5978,-914421760
"HRV","Croatia",2013,39.7593,23602382848,41.7555,24787394560,-1.9962,-1185011712
"HRV","Croatia",2014,42.6887,25277890560,43.0821,25510842368,-0.3934,-232951808
